id,date,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
Arizona,2020-02-23,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-02-24,0,0.0,0.0,0,0.0,0.0
Washington,2020-02-24,4,0.57,0.01,0,0.0,0.0
Texas,2020-02-24,6,1.14,0.0,0,0.0,0.0
Nebraska,2020-02-24,1,0.29,0.01,0,0.0,0.0
Massachusetts,2020-02-24,0,0.0,0.0,0,0.0,0.0
Illinois,2020-02-24,0,0.0,0.0,0,0.0,0.0
California,2020-02-24,2,0.57,0.0,0,0.0,0.0
Arizona,2020-02-24,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-02-25,0,0.0,0.0,0,0.0,0.0
Washington,2020-02-25,0,0.57,0.01,0,0.0,0.0
Utah,2020-02-25,1,0.14,0.0,0,0.0,0.0
Texas,2020-02-25,0,1.14,0.0,0,0.0,0.0
Nebraska,2020-02-25,1,0.43,0.02,0,0.0,0.0
Massachusetts,2020-02-25,0,0.0,0.0,0,0.0,0.0
Illinois,2020-02-25,0,0.0,0.0,0,0.0,0.0
California,2020-02-25,0,0.57,0.0,0,0.0,0.0
Arizona,2020-02-25,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-02-26,0,0.0,0.0,0,0.0,0.0
Washington,2020-02-26,0,0.57,0.01,0,0.0,0.0
Utah,2020-02-26,0,0.14,0.0,0,0.0,0.0
Texas,2020-02-26,0,1.14,0.0,0,0.0,0.0
Nebraska,2020-02-26,0,0.43,0.02,0,0.0,0.0
Massachusetts,2020-02-26,0,0.0,0.0,0,0.0,0.0
Illinois,2020-02-26,0,0.0,0.0,0,0.0,0.0
California,2020-02-26,15,2.71,0.01,0,0.0,0.0
Arizona,2020-02-26,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-02-27,0,0.0,0.0,0,0.0,0.0
Washington,2020-02-27,0,0.57,0.01,0,0.0,0.0
Utah,2020-02-27,0,0.14,0.0,0,0.0,0.0
Texas,2020-02-27,0,1.14,0.0,0,0.0,0.0
Nebraska,2020-02-27,0,0.29,0.01,0,0.0,0.0
Massachusetts,2020-02-27,0,0.0,0.0,0,0.0,0.0
Illinois,2020-02-27,0,0.0,0.0,0,0.0,0.0
California,2020-02-27,0,2.57,0.01,0,0.0,0.0
Arizona,2020-02-27,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-02-28,0,0.0,0.0,0,0.0,0.0
Washington,2020-02-28,2,0.86,0.01,0,0.0,0.0
Utah,2020-02-28,0,0.14,0.0,0,0.0,0.0
Texas,2020-02-28,1,1.0,0.0,0,0.0,0.0
Oregon,2020-02-28,1,0.14,0.0,0,0.0,0.0
Nebraska,2020-02-28,0,0.29,0.01,0,0.0,0.0
Massachusetts,2020-02-28,0,0.0,0.0,0,0.0,0.0
Illinois,2020-02-28,0,0.0,0.0,0,0.0,0.0
California,2020-02-28,1,2.57,0.01,0,0.0,0.0
Arizona,2020-02-28,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-02-29,0,0.0,0.0,0,0.0,0.0
Washington,2020-02-29,3,1.29,0.02,1,0.14,0.0
Utah,2020-02-29,0,0.14,0.0,0,0.0,0.0
Texas,2020-02-29,0,1.0,0.0,0,0.0,0.0
Oregon,2020-02-29,0,0.14,0.0,0,0.0,0.0
Nebraska,2020-02-29,0,0.29,0.01,0,0.0,0.0
Massachusetts,2020-02-29,0,0.0,0.0,0,0.0,0.0
Illinois,2020-02-29,1,0.14,0.0,0,0.0,0.0
California,2020-02-29,1,2.71,0.01,0,0.0,0.0
Arizona,2020-02-29,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-03-01,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-01,7,2.29,0.03,2,0.43,0.01
Utah,2020-03-01,0,0.14,0.0,0,0.0,0.0
Texas,2020-03-01,0,1.0,0.0,0,0.0,0.0
Rhode Island,2020-03-01,2,0.29,0.03,0,0.0,0.0
Oregon,2020-03-01,1,0.29,0.01,0,0.0,0.0
New York,2020-03-01,1,0.14,0.0,0,0.0,0.0
Nebraska,2020-03-01,0,0.29,0.01,0,0.0,0.0
Massachusetts,2020-03-01,0,0.0,0.0,0,0.0,0.0
Illinois,2020-03-01,0,0.14,0.0,0,0.0,0.0
Florida,2020-03-01,2,0.29,0.0,0,0.0,0.0
California,2020-03-01,5,3.43,0.01,0,0.0,0.0
Arizona,2020-03-01,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-03-02,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-02,6,2.57,0.03,3,0.86,0.01
Utah,2020-03-02,0,0.14,0.0,0,0.0,0.0
Texas,2020-03-02,0,0.14,0.0,0,0.0,0.0
Rhode Island,2020-03-02,0,0.29,0.03,0,0.0,0.0
Oregon,2020-03-02,0,0.29,0.01,0,0.0,0.0
New York,2020-03-02,0,0.14,0.0,0,0.0,0.0
New Hampshire,2020-03-02,1,0.14,0.01,0,0.0,0.0
Nebraska,2020-03-02,0,0.14,0.01,0,0.0,0.0
Massachusetts,2020-03-02,1,0.14,0.0,0,0.0,0.0
Illinois,2020-03-02,1,0.29,0.0,0,0.0,0.0
Georgia,2020-03-02,2,0.29,0.0,0,0.0,0.0
Florida,2020-03-02,0,0.29,0.0,0,0.0,0.0
California,2020-03-02,5,3.86,0.01,0,0.0,0.0
Arizona,2020-03-02,0,0.0,0.0,0,0.0,0.0
Wisconsin,2020-03-03,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-03,9,3.86,0.05,4,1.43,0.02
Utah,2020-03-03,0,0.0,0.0,0,0.0,0.0
Texas,2020-03-03,0,0.14,0.0,0,0.0,0.0
Rhode Island,2020-03-03,0,0.29,0.03,0,0.0,0.0
Oregon,2020-03-03,0,0.29,0.01,0,0.0,0.0
North Carolina,2020-03-03,1,0.14,0.0,0,0.0,0.0
New York,2020-03-03,1,0.29,0.0,0,0.0,0.0
New Hampshire,2020-03-03,1,0.29,0.02,0,0.0,0.0
Nebraska,2020-03-03,0,0.0,0.0,0,0.0,0.0
Massachusetts,2020-03-03,0,0.14,0.0,0,0.0,0.0
Illinois,2020-03-03,0,0.29,0.0,0,0.0,0.0
Georgia,2020-03-03,0,0.29,0.0,0,0.0,0.0
Florida,2020-03-03,1,0.43,0.0,0,0.0,0.0
California,2020-03-03,7,4.86,0.01,0,0.0,0.0
Arizona,2020-03-03,1,0.14,0.0,0,0.0,0.0
Wisconsin,2020-03-04,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-04,15,6.0,0.08,1,1.57,0.02
Utah,2020-03-04,0,0.0,0.0,0,0.0,0.0
Texas,2020-03-04,1,0.29,0.0,0,0.0,0.0
Rhode Island,2020-03-04,0,0.29,0.03,0,0.0,0.0
Oregon,2020-03-04,0,0.29,0.01,0,0.0,0.0
North Carolina,2020-03-04,0,0.14,0.0,0,0.0,0.0
New York,2020-03-04,9,1.57,0.01,0,0.0,0.0
New Jersey,2020-03-04,1,0.14,0.0,0,0.0,0.0
New Hampshire,2020-03-04,0,0.29,0.02,0,0.0,0.0
Nebraska,2020-03-04,0,0.0,0.0,0,0.0,0.0
Massachusetts,2020-03-04,0,0.14,0.0,0,0.0,0.0
Illinois,2020-03-04,0,0.29,0.0,0,0.0,0.0
Georgia,2020-03-04,0,0.29,0.0,0,0.0,0.0
Florida,2020-03-04,0,0.43,0.0,0,0.0,0.0
California,2020-03-04,10,4.14,0.01,1,0.14,0.0
Arizona,2020-03-04,0,0.14,0.0,0,0.0,0.0
Wisconsin,2020-03-05,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-05,28,10.0,0.13,0,1.57,0.02
Utah,2020-03-05,0,0.0,0.0,0,0.0,0.0
Texas,2020-03-05,4,0.86,0.0,0,0.0,0.0
Tennessee,2020-03-05,1,0.14,0.0,0,0.0,0.0
Rhode Island,2020-03-05,0,0.29,0.03,0,0.0,0.0
Oregon,2020-03-05,0,0.29,0.01,0,0.0,0.0
North Carolina,2020-03-05,0,0.14,0.0,0,0.0,0.0
New York,2020-03-05,11,3.14,0.02,0,0.0,0.0
New Jersey,2020-03-05,1,0.29,0.0,0,0.0,0.0
New Hampshire,2020-03-05,0,0.29,0.02,0,0.0,0.0
Nevada,2020-03-05,2,0.29,0.01,0,0.0,0.0
Nebraska,2020-03-05,0,0.0,0.0,0,0.0,0.0
Massachusetts,2020-03-05,1,0.29,0.0,0,0.0,0.0
Maryland,2020-03-05,3,0.43,0.01,0,0.0,0.0
Illinois,2020-03-05,1,0.43,0.0,0,0.0,0.0
Georgia,2020-03-05,0,0.29,0.0,0,0.0,0.0
Florida,2020-03-05,1,0.57,0.0,0,0.0,0.0
Colorado,2020-03-05,2,0.29,0.0,0,0.0,0.0
California,2020-03-05,12,5.86,0.01,0,0.14,0.0
Arizona,2020-03-05,0,0.14,0.0,0,0.0,0.0
Wisconsin,2020-03-06,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-06,11,11.29,0.15,1,1.71,0.02
Utah,2020-03-06,2,0.29,0.01,0,0.0,0.0
Texas,2020-03-06,3,1.14,0.0,0,0.0,0.0
Tennessee,2020-03-06,0,0.14,0.0,0,0.0,0.0
South Carolina,2020-03-06,2,0.29,0.01,0,0.0,0.0
Rhode Island,2020-03-06,1,0.43,0.04,0,0.0,0.0
Pennsylvania,2020-03-06,2,0.29,0.0,0,0.0,0.0
Oregon,2020-03-06,0,0.14,0.0,0,0.0,0.0
Oklahoma,2020-03-06,1,0.14,0.0,0,0.0,0.0
North Carolina,2020-03-06,1,0.29,0.0,0,0.0,0.0
New York,2020-03-06,22,6.29,0.03,0,0.0,0.0
New Jersey,2020-03-06,2,0.57,0.01,0,0.0,0.0
New Hampshire,2020-03-06,0,0.29,0.02,0,0.0,0.0
Nevada,2020-03-06,0,0.29,0.01,0,0.0,0.0
Nebraska,2020-03-06,1,0.14,0.01,0,0.0,0.0
Minnesota,2020-03-06,1,0.14,0.0,0,0.0,0.0
Massachusetts,2020-03-06,5,1.0,0.01,0,0.0,0.0
Maryland,2020-03-06,0,0.43,0.01,0,0.0,0.0
Kentucky,2020-03-06,1,0.14,0.0,0,0.0,0.0
Indiana,2020-03-06,1,0.14,0.0,0,0.0,0.0
Illinois,2020-03-06,1,0.57,0.0,0,0.0,0.0
Hawaii,2020-03-06,1,0.14,0.01,0,0.0,0.0
Georgia,2020-03-06,1,0.43,0.0,0,0.0,0.0
Florida,2020-03-06,3,1.0,0.0,2,0.29,0.0
Colorado,2020-03-06,6,1.14,0.02,0,0.0,0.0
California,2020-03-06,14,7.71,0.02,0,0.14,0.0
Arizona,2020-03-06,1,0.29,0.0,0,0.0,0.0
Wisconsin,2020-03-07,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-07,24,14.29,0.19,4,2.14,0.03
Virginia,2020-03-07,1,0.14,0.0,0,0.0,0.0
Vermont,2020-03-07,1,0.14,0.02,0,0.0,0.0
Utah,2020-03-07,0,0.29,0.01,0,0.0,0.0
Texas,2020-03-07,0,1.14,0.0,0,0.0,0.0
Tennessee,2020-03-07,0,0.14,0.0,0,0.0,0.0
South Carolina,2020-03-07,0,0.29,0.01,0,0.0,0.0
Rhode Island,2020-03-07,0,0.43,0.04,0,0.0,0.0
Pennsylvania,2020-03-07,2,0.57,0.0,0,0.0,0.0
Oregon,2020-03-07,4,0.71,0.02,0,0.0,0.0
Oklahoma,2020-03-07,0,0.14,0.0,0,0.0,0.0
North Carolina,2020-03-07,0,0.29,0.0,0,0.0,0.0
New York,2020-03-07,45,12.71,0.07,0,0.0,0.0
New Jersey,2020-03-07,0,0.57,0.01,0,0.0,0.0
New Hampshire,2020-03-07,2,0.57,0.04,0,0.0,0.0
Nevada,2020-03-07,0,0.29,0.01,0,0.0,0.0
Nebraska,2020-03-07,0,0.14,0.01,0,0.0,0.0
Missouri,2020-03-07,1,0.14,0.0,0,0.0,0.0
Minnesota,2020-03-07,0,0.14,0.0,0,0.0,0.0
Massachusetts,2020-03-07,5,1.71,0.02,0,0.0,0.0
Maryland,2020-03-07,0,0.43,0.01,0,0.0,0.0
Kentucky,2020-03-07,0,0.14,0.0,0,0.0,0.0
Kansas,2020-03-07,1,0.14,0.0,0,0.0,0.0
Indiana,2020-03-07,0,0.14,0.0,0,0.0,0.0
Illinois,2020-03-07,0,0.43,0.0,0,0.0,0.0
Hawaii,2020-03-07,0,0.14,0.01,0,0.0,0.0
Georgia,2020-03-07,4,1.0,0.01,0,0.0,0.0
Florida,2020-03-07,5,1.71,0.01,0,0.29,0.0
District of Columbia,2020-03-07,1,0.14,0.02,0,0.0,0.0
Colorado,2020-03-07,0,1.14,0.02,0,0.0,0.0
California,2020-03-07,19,10.29,0.03,0,0.14,0.0
Arizona,2020-03-07,2,0.57,0.01,0,0.0,0.0
Wisconsin,2020-03-08,0,0.0,0.0,0,0.0,0.0
Washington,2020-03-08,31,17.71,0.23,3,2.29,0.03
Virginia,2020-03-08,1,0.29,0.0,0,0.0,0.0
Vermont,2020-03-08,0,0.14,0.02,0,0.0,0.0
Utah,2020-03-08,0,0.29,0.01,0,0.0,0.0
Texas,2020-03-08,4,1.71,0.01,0,0.0,0.0
Tennessee,2020-03-08,2,0.43,0.01,0,0.0,0.0
South Carolina,2020-03-08,4,0.86,0.02,0,0.0,0.0
Rhode Island,2020-03-08,0,0.14,0.01,0,0.0,0.0
Pennsylvania,2020-03-08,2,0.86,0.01,0,0.0,0.0
Oregon,2020-03-08,7,1.57,0.04,0,0.0,0.0
Oklahoma,2020-03-08,0,0.14,0.0,0,0.0,0.0
North Carolina,2020-03-08,0,0.29,0.0,0,0.0,0.0
New York,2020-03-08,17,15.0,0.08,0,0.0,0.0
New Jersey,2020-03-08,2,0.86,0.01,0,0.0,0.0
New Hampshire,2020-03-08,0,0.57,0.04,0,0.0,0.0
Nevada,2020-03-08,2,0.57,0.02,0,0.0,0.0
Nebraska,2020-03-08,2,0.43,0.02,0,0.0,0.0
Missouri,2020-03-08,0,0.14,0.0,0,0.0,0.0
Minnesota,2020-03-08,1,0.29,0.01,0,0.0,0.0
Massachusetts,2020-03-08,15,3.86,0.06,0,0.0,0.0
Maryland,2020-03-08,2,0.71,0.01,0,0.0,0.0
Kentucky,2020-03-08,3,0.57,0.01,0,0.0,0.0
Kansas,2020-03-08,0,0.14,0.0,0,0.0,0.0
Iowa,2020-03-08,3,0.43,0.01,0,0.0,0.0
Indiana,2020-03-08,1,0.29,0.0,0,0.0,0.0
Illinois,2020-03-08,1,0.57,0.0,0,0.0,0.0
Hawaii,2020-03-08,1,0.29,0.02,0,0.0,0.0
Georgia,2020-03-08,4,1.57,0.01,0,0.0,0.0
Florida,2020-03-08,1,1.57,0.01,0,0.29,0.0
District of Columbia,2020-03-08,0,0.14,0.02,0,0.0,0.0
Connecticut,2020-03-08,1,0.14,0.0,0,0.0,0.0
Colorado,2020-03-08,0,1.14,0.02,0,0.0,0.0
California,2020-03-08,12,11.29,0.03,0,0.14,0.0
Arizona,2020-03-08,0,0.57,0.01,0,0.0,0.0
Wisconsin,2020-03-09,1,0.14,0.0,0,0.0,0.0
Washington,2020-03-09,38,22.29,0.29,3,2.29,0.03
Virginia,2020-03-09,3,0.71,0.01,0,0.0,0.0
Vermont,2020-03-09,0,0.14,0.02,0,0.0,0.0
Utah,2020-03-09,0,0.29,0.01,0,0.0,0.0
Texas,2020-03-09,1,1.86,0.01,0,0.0,0.0
Tennessee,2020-03-09,1,0.57,0.01,0,0.0,0.0
South Carolina,2020-03-09,1,1.0,0.02,0,0.0,0.0
Rhode Island,2020-03-09,0,0.14,0.01,0,0.0,0.0
Pennsylvania,2020-03-09,4,1.43,0.01,0,0.0,0.0
Oregon,2020-03-09,0,1.57,0.04,0,0.0,0.0
Oklahoma,2020-03-09,0,0.14,0.0,0,0.0,0.0
Ohio,2020-03-09,3,0.43,0.0,0,0.0,0.0
North Carolina,2020-03-09,5,1.0,0.01,0,0.0,0.0
New York,2020-03-09,36,20.14,0.1,0,0.0,0.0
New Jersey,2020-03-09,5,1.57,0.02,0,0.0,0.0
